date,product_id,impressions,clicks,inquiries,orders
2026-04-01,P0075,490,10,0,0
2026-04-02,P0075,584,11,0,0
2026-04-03,P0075,626,14,0,0
2026-04-04,P0075,526,9,0,0
2026-04-05,P0075,496,10,0,0
2026-04-06,P0075,723,15,0,0
2026-04-07,P0075,792,22,0,0
2026-04-08,P0075,627,14,0,0
2026-04-09,P0075,642,14,0,0
2026-04-10,P0075,446,8,0,0
2026-04-11,P0075,798,19,0,0
2026-04-12,P0075,728,22,0,0
2026-04-13,P0075,685,15,0,0
2026-04-14,P0075,567,16,0,0
2026-04-15,P0075,671,10,0,0
2026-04-16,P0075,675,13,0,0
2026-04-17,P0075,840,18,0,0
2026-04-18,P0075,562,17,0,0
2026-04-19,P0075,509,10,0,0
2026-04-20,P0075,626,6,0,0
2026-04-21,P0075,495,14,0,0
2026-04-22,P0075,567,12,0,0
2026-04-23,P0075,692,18,0,0
2026-04-24,P0075,769,19,0,0
2026-04-25,P0075,452,10,0,0
2026-04-26,P0075,641,11,0,0
2026-04-27,P0075,640,11,0,0
2026-04-28,P0075,664,11,0,0
2026-03-30,P0438,723,8,0,0
2026-03-31,P0438,569,5,0,0
2026-04-01,P0438,557,7,0,0
2026-04-02,P0438,574,7,0,0
2026-04-03,P0438,682,9,0,0
2026-04-04,P0438,758,7,0,0
2026-04-05,P0438,588,9,0,0
2026-04-06,P0438,680,8,0,0
2026-04-07,P0438,602,7,0,0
2026-04-08,P0438,753,10,0,0
2026-04-09,P0438,630,7,0,0
2026-04-10,P0438,655,9,0,0
2026-04-11,P0438,695,10,0,0
2026-04-12,P0438,662,15,0,0
2026-04-13,P0438,538,10,0,0
2026-04-14,P0438,587,8,0,0
2026-04-15,P0438,605,6,0,0
2026-04-16,P0438,663,11,0,0
2026-04-17,P0438,697,9,0,0
2026-04-18,P0438,479,7,0,0
2026-04-19,P0438,646,11,0,0
2026-04-20,P0438,721,9,0,0
2026-04-21,P0438,657,8,0,0
2026-04-22,P0438,546,8,0,0
2026-04-23,P0438,725,10,0,0
2026-04-24,P0438,471,7,0,0
2026-04-25,P0438,689,9,0,0
2026-04-26,P0438,655,8,0,0
2026-04-27,P0438,788,16,0,0
2026-04-28,P0438,486,5,0,0
2026-03-30,P0015,126,0,0,0
2026-03-31,P0015,154,1,0,0
2026-04-01,P0015,131,1,0,0
2026-04-02,P0015,151,1,0,0
2026-04-03,P0015,120,1,0,0
2026-04-04,P0015,151,1,0,0
2026-04-05,P0015,128,1,0,0
2026-04-06,P0015,125,1,0,0
2026-04-07,P0015,89,0,0,0
2026-04-08,P0015,121,1,0,0
2026-04-09,P0015,131,1,0,0
2026-04-10,P0015,126,1,0,0
2026-04-11,P0015,121,0,0,0
2026-04-12,P0015,118,0,0,0
2026-04-13,P0015,120,1,0,0
2026-04-14,P0015,144,1,0,0
2026-04-15,P0015,131,1,0,0
2026-04-16,P0015,117,1,0,0
2026-04-17,P0015,138,1,0,0
2026-04-18,P0015,133,1,0,0
2026-04-19,P0015,118,0,0,0
2026-04-20,P0015,114,1,0,0
2026-04-21,P0015,130,1,0,0
2026-04-22,P0015,138,1,0,0
2026-04-23,P0015,127,1,0,0
2026-04-24,P0015,147,1,0,0
2026-04-25,P0015,122,1,0,0
2026-04-26,P0015,108,0,0,0
2026-04-27,P0015,145,1,0,0
2026-04-28,P0015,127,1,0,0
